title,authors,editor
Low-Rank Matrix Estimation in the Presence of Change-Points,"[{'name': 'Lei Shi', 'affiliation': ['Department of Biostatistics', 'University of California, Berkeley', 'California 94704, United States']}, {'name': 'Guanghui Wang', 'affiliation': ['School of Statistics and Data Science, LPMC, KLMDASR, and LEBPS', 'Nankai University', 'Tianjin 300071, China']}, {'name': 'Changliang Zou', 'affiliation': ['NITFID, School of Statistics and Data Science, LPMC, KLMDASR, and LEBPS', 'Nankai University', 'Tianjin 300071, China']}]", Zaid Harchaoui
Low-rank Variational Bayes correction to the Laplace method,"[{'name': 'Janet van Niekerk', 'affiliation': ['Statistics Program, Computer, Electrical and Mathematical Sciences and Engineering Division, King', 'Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Kingdom of Saudi', 'Arabia']}, {'name': 'H˚avard Rue', 'affiliation': ['Statistics Program, Computer, Electrical and Mathematical Sciences and Engineering Division, King', 'Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Kingdom of Saudi', 'Arabia']}]", Debdeep Pati
Lower Bounds on the Bayesian Risk via Information Measures,"[{'name': 'Amedeo Roberto Esposito', 'affiliation': ['Okinawa Institute of Science and Technology, Okinawa']}, {'name': 'Adrien Vandenbroucque', 'affiliation': ['´Ecole Polytechnique F´ed´erale de Lausanne, Switzerland']}, {'name': 'Michael Gastpar', 'affiliation': ['´Ecole Polytechnique F´ed´erale de Lausanne, Switzerland']}]", Daniel Roy
Lower Complexity Adaptation for Empirical Entropic Optimal Transport,"[{'name': 'Michel Groppe', 'affiliation': ['Institute for Mathematical Stochastics', 'University of Göttingen', 'Goldschmidtstraße 7, 37077 Göttingen, Germany']}, {'name': 'Shayan Hundrieser', 'affiliation': ['Institute for Mathematical Stochastics', 'University of Göttingen', 'Goldschmidtstraße 7, 37077 Göttingen, Germany']}]", Marco Cuturi
Lower Complexity Bounds of Finite-Sum Optimization Problems  The Results and Construction,"[{'name': 'Yuze Han', 'affiliation': ['School of Mathematical Sciences', 'Peking University', 'Beijing, China']}, {'name': 'Guangzeng Xie', 'affiliation': ['Academy for Advanced Interdisciplinary Studies', 'Peking University', 'Beijing, China']}, {'name': 'Zhihua Zhang', 'affiliation': ['School of Mathematical Sciences', 'Peking University', 'Beijing, China']}]", Francis Bach
MAP- and MLE-Based Teaching,"[{'name': 'Hans Ulrich Simon', 'affiliation': ['Max-Planck Institute for Informatics, Germany', 'and Ruhr-University Bochum, Department of Mathematics, Germany']}, {'name': 'Jan Arne Telle', 'affiliation': ['Department of Informatics, University of Bergen, Norway']}]", Aryeh Kontorovich
MLRegTest  A Benchmark for the Machine Learning of Regular Languages,"[{'name': 'Sam van der Poel', 'affiliation': ['School of Mathematics', 'Georgia Institute of Technology']}, {'name': 'Dakotah Lambert', 'affiliation': ['Department of Computer Science', 'Haverford College']}, {'name': 'Kalina Kostyszyn', 'affiliation': ['Department of Linguistics &', 'Institute of Advanced Computational Science', 'Stony Brook University']}, {'name': 'Tiantian Gao', 'affiliation': ['Department of Computer Science', 'Stony Brook University']}, {'name': 'Rahul Verma', 'affiliation': ['Department of Computer Science', 'Stony Brook University']}, {'name': 'Derek Andersen', 'affiliation': ['Department of Linguistics', 'Stony Brook University']}, {'name': 'Joanne Chau', 'affiliation': ['Department of Linguistics', 'Stony Brook University']}, {'name': 'Emily Peterson', 'affiliation': ['Department of Linguistics', 'Stony Brook University']}, {'name': 'Cody St. Clair', 'affiliation': ['Department of Linguistics', 'Stony Brook University']}, {'name': 'Paul Fodor', 'affiliation': ['Department of Computer Science', 'Stony Brook University']}, {'name': 'Chihiro Shibata', 'affiliation': ['Department of Advanced Sciences', 'Graduate School of Science and Engineering', 'Hosei University']}, {'name': 'Jeﬀrey Heinz', 'affiliation': ['Department of Linguistics &', 'Institute of Advanced Computational Science', 'Stony Brook University']}]", Alexander Clark
Manifold Learning by Mixture Models of VAEs for Inverse Problems,"[{'name': 'Giovanni S. Alberti', 'affiliation': ['MaLGa Center', 'Department of Mathematics, Department of Excellence 2023–2027', 'University of Genoa, Italy']}, {'name': 'Johannes Hertrich', 'affiliation': ['Department of Computer Science', 'University College London,', 'London, United Kingdom']}, {'name': 'Matteo Santacesaria', 'affiliation': ['MaLGa Center', 'Department of Mathematics, Department of Excellence 2023–2027', 'University of Genoa, Italy']}, {'name': 'Silvia Sciutto', 'affiliation': ['MaLGa Center', 'Department of Mathematics, Department of Excellence 2023–2027', 'University of Genoa, Italy']}]", Amos Storkey
Materials Discovery using Max K-Armed Bandit,"[{'name': 'Nobuaki Kikkawa', 'affiliation': ['Toyota Central R', '&', 'D Labs., Inc.', '41-1, Yokomichi, Nagakute, Aichi 480-1192, Japan']}, {'name': 'Hiroshi Ohno', 'affiliation': ['Toyota Central R', '&', 'D Labs., Inc.', '41-1, Yokomichi, Nagakute, Aichi 480-1192, Japan']}]", Aurelien Garivier
Mathematical Framework for Online Social Media Auditing,"[{'name': 'Wasim Huleihel', 'affiliation': ['Department of Electrical Engineering-Systems', 'Tel Aviv University', 'Tel Aviv 6997801, Israel']}, {'name': 'Yehonathan Refael', 'affiliation': ['Department of Electrical Engineering-Systems', 'Tel Aviv University', 'Tel Aviv 6997801, Israel']}]", Aryeh Kontorovich
Mean-Field Approximation of Cooperative Constrained Multi-Agent Reinforcement Learning (CMARL),"[{'name': 'Washim Uddin Mondal', 'affiliation': ['Lyles School of Civil Engineering,', 'School of Industrial Engineering,', 'Purdue University,', 'West Lafayette, IN, 47907, USA']}, {'name': 'Vaneet Aggarwal', 'affiliation': ['School of Industrial Engineering,', 'School of Electrical and Computer Engineering,', 'Purdue University,', 'West Lafayette, IN, 47907, USA']}, {'name': 'Satish V. Ukkusuri', 'affiliation': ['Lyles School of Civil Engineering,', 'Purdue University,', 'West Lafayette, IN, 47907, USA']}]", Tor Lattimore
Mean-Field Games With Finitely Many Players  Independent Learning and Subjectivity,"[{'name': 'Bora Yongacoglu', 'affiliation': ['Department of Electrical and Computer Engineering', 'University of Toronto']}, {'name': 'G¨urdal Arslan', 'affiliation': ['Department of Electrical Engineering', 'University of Hawaii at Manoa']}, {'name': 'Serdar Y¨uksel', 'affiliation': ['Department of Mathematics and Statistics', 'Queen’s University']}]", Csaba Szepesvari
Mean-Square Analysis of Discretized Itô Diffusions for Heavy-tailed Sampling,"[{'name': 'Ye He', 'affiliation': ['Department of Mathematics', 'Georgia Institute of Technology', 'Atlanta, GA 30332, USA']}, {'name': 'Tyler Farghly', 'affiliation': ['Department of Statistics', 'University of Oxford', 'Oxford, OX1 2JD, United Kingdom']}, {'name': 'Krishnakumar Balasubramanian', 'affiliation': ['Department of Statistics', 'University of California', 'Davis, CA 95616, USA']}, {'name': 'Murat A. Erdogdu', 'affiliation': ['Department of Computer Science & Department of Statistics', 'University of Toronto', 'Toronto, ON M5S 3G4, Canada']}]", Alexandre Bouchard
Measuring Sample Quality in Algorithms for Intractable Normalizing Function Problems,"[{'name': 'Bokgyeong Kang', 'affiliation': ['Department of Statistical Science', 'Duke University', 'Durham, NC 27708, USA']}, {'name': 'John Hughes', 'affiliation': ['College of Health', 'Lehigh University', 'Bethlehem, PA 18015, USA']}, {'name': 'Murali Haran', 'affiliation': ['Department of Statistics', 'The Pennsylvania State University', 'University Park, PA 16802, USA']}]", Alexandre Bouchard
Memorization With Neural Nets  Going Beyond the Worst Case,"[{'name': 'Sjoerd Dirksen', 'affiliation': ['Mathematical Institute', 'Utrecht University', '3584 CD Utrecht, Netherlands']}, {'name': 'Patrick Finke', 'affiliation': ['Mathematical Institute', 'Utrecht University', '3584 CD Utrecht, Netherlands']}, {'name': 'Martin Genzel', 'affiliation': ['Merantix Momentum GmbH', '13355 Berlin, Germany']}]", Mahdi Soltanolkotabi
Memory of recurrent networks  Do we compute it right,"[{'name': 'Giovanni Ballarin', 'affiliation': ['Department of Economics', 'University of Mannheim', 'Germany']}, {'name': 'Lyudmila Grigoryeva', 'affiliation': ['Faculty of Mathematics and Statistics', 'Universit¨at Sankt Gallen', 'Switzerland', 'Department of Statistics (Honorary Assoc. Prof.)', 'University of Warwick', 'United Kingdom']}, {'name': 'Juan-Pablo Ortega', 'affiliation': ['Division of Mathematical Sciences', 'School of Physical and Mathematical Sciences', 'Nanyang Technological University', 'Singapore']}]", Sayan Mukherjee
Memory-Efficient Sequential Pattern Mining with Hybrid Tries,"[{'name': 'Amin Hosseininasab', 'affiliation': ['Warrington College of Business', 'University of Florida', 'Gainesville, FL, USA']}, {'name': 'Willem-Jan van Hoeve', 'affiliation': ['Tepper School of Business', 'Carnegie Mellon University', 'Pittsburgh, PA, USA']}, {'name': 'Andre A. Cire', 'affiliation': ['Rotman School of Management', 'University of Toronto', 'Toronto, ON, Canada']}]", Debdeep Pati
Minimax Rates for High-Dimensional Random Tessellation Forests,"[{'name': 'Eliza O’Reilly', 'affiliation': ['Applied Mathematics and Statistics Department', 'Johns Hopkins University', 'Baltimore, MD 21218, USA']}, {'name': 'Ngoc Mai Tran', 'affiliation': ['Department of Mathematics', 'University of Texas at Austin', 'Austin, TX 78712, USA']}]", Daniel Roy
Model-Free Representation Learning and Exploration in Low-Rank MDPs,"[{'name': 'Aditya Modi', 'affiliation': ['Microsoft', 'Mountain View, CA 94043, USA']}, {'name': 'Jinglin Chen', 'affiliation': ['Department of Computer Science', 'University of Illinois Urbana-Champaign', 'Urbana, IL 61801, USA']}, {'name': 'Akshay Krishnamurthy', 'affiliation': ['Microsoft Research', 'New York, NY 10011, USA']}, {'name': 'Nan Jiang', 'affiliation': ['Department of Computer Science', 'University of Illinois Urbana-Champaign', 'Urbana, IL 61801, USA']}, {'name': 'Alekh Agarwal', 'affiliation': ['Google Research']}]", Tor Lattimore
Modeling Random Networks with Heterogeneous Reciprocity,"[{'name': 'Daniel Cirkovic', 'affiliation': ['Department of Statistics', 'Texas A&M University', 'College Station, TX 77843, USA']}, {'name': 'Tiandong Wang', 'affiliation': ['Shanghai Center for Mathematical Sciences', 'Fudan University', 'Shanghai 200438, China']}]", Tina Eliassi-Rad
Monotonic Risk Relationships under Distribution Shifts for Regularized Risk Minimization,"[{'name': 'Daniel LeJeune', 'affiliation': ['Department of Statistics', 'Stanford University', 'Stanford, CA 94305-4020, USA']}, {'name': 'Jiayu Liu', 'affiliation': ['Department of Electrical and Computer Engineering', 'Technical University of Munich', '80333 Munich, DE']}, {'name': 'Reinhard Heckel', 'affiliation': ['Department of Electrical and Computer Engineering', 'Technical University of Munich', '80333 Munich, DE']}]", Daniel Hsu
More Efficient Estimation of Multivariate Additive Models Based on Tensor Decomposition and Penalization,"[{'name': 'Xu Liu', 'affiliation': ['School of Statistics and Management', 'Shanghai University of Finance and Economics, Shanghai, China', 'and', 'Yunnan Key Laboratory of Statistical Modeling and Data Analysis', 'Yunnan University, Kunming, China']}, {'name': 'Heng Lian', 'affiliation': ['City University of Hong Kong Shenzhen Research Institute', 'Shenzhen, China', 'and', 'Department of Mathematics', 'City University of Hong Kong, Kowloon Tong, Hong Kong, China']}, {'name': 'Jian Huang', 'affiliation': ['Department of Applied Mathematics', 'The Hong Kong Polytechnic University, Hong Kong, China']}]", Animashree Anandkumar
More PAC-Bayes bounds  From bounded losses  to losses with general tail behaviors  to anytime validity,"[{'name': 'Borja Rodríguez-Gálvez', 'affiliation': ['Division of Information Science and Engineering (ISE)', 'KTH Royal Institute of Technology', 'Stockholm, Sweden']}, {'name': 'Ragnar Thobaben', 'affiliation': ['Division of Information Science and Engineering (ISE)', 'KTH Royal Institute of Technology', 'Stockholm, Sweden']}, {'name': 'Mikael Skoglund', 'affiliation': ['Division of Information Science and Engineering (ISE)', 'KTH Royal Institute of Technology', 'Stockholm, Sweden']}]", Ohad Shamir
Multi-Objective Neural Architecture Search by Learning Search Space Partitions,"[{'name': 'Yiyang Zhao', 'affiliation': ['W', 'ORCESTER', ' P', 'OLYTECHNIC', ' I', 'NSTITUTE']}, {'name': 'Linnan Wang', 'affiliation': ['B', 'ROWN', ' U', 'NIVERSITY']}, {'name': 'Tian Guo', 'affiliation': ['W', 'ORCESTER', ' P', 'OLYTECHNIC', ' I', 'NSTITUTE']}]", Isabelle Guyon
Multi-Response Linear Discriminant Analysis in High Dimensions,"[{'name': 'Kai Deng', 'affiliation': ['Department of Statistics', 'Florida State University', 'Tallahassee, Florida, USA']}, {'name': 'Xin Zhang', 'affiliation': ['Department of Statistics', 'Florida State University', 'Tallahassee, Florida, USA']}, {'name': 'Aaron J. Molstad', 'affiliation': ['School of Statistics', 'University of Minnesota', 'Minneapolis, Minnesota, USA']}]", Po-Ling Loh
Multi-class Probabilistic Bounds for Majority Vote Classifiers with Partially Labeled Data,"[{'name': 'Vasilii Feofanov', 'affiliation': ['Univ. Grenoble Alpes / Huawei Noah’s Ark Lab', '92100 Boulogne-Billancourt, France']}, {'name': 'Emilie Devijver', 'affiliation': ['Univ. Grenoble Alpes, CNRS, Grenoble INP, LIG', '38000 Grenoble, France']}, {'name': 'Massih-Reza Amini', 'affiliation': ['Univ. Grenoble Alpes, CNRS, Grenoble INP, LIG', '38000 Grenoble, France']}]", Sanmi Koyejo
Multiple Descent in the Multiple Random Feature Model,"[{'name': 'Xuran Meng', 'affiliation': ['Department of Statistics and Actuarial Science', 'The University of Hong Kong']}, {'name': 'Jianfeng Yao', 'affiliation': ['School of Data Science', 'The Chinese University of Hong Kong (Shenzhen)']}, {'name': 'Yuan Cao', 'affiliation': ['Department of Statistics and Actuarial Science', 'The University of Hong Kong']}]", Daniel Hsu
Near-Optimal Algorithms for Making the Gradient Small in Stochastic Minimax Optimization,"[{'name': 'Lesi Chen', 'affiliation': ['Institute for Interdisciplinary Information Sciences, Tsinghua University', 'Beijing, China']}, {'name': 'Luo Luo', 'affiliation': ['School of Data Science, Fudan University', 'Shanghai, China', 'and', 'Shanghai Key Laboratory for Contemporary Applied Mathematics', 'Shanghai, China']}]", Lam Nguyen
Nearest Neighbor Sampling for Covariate Shift Adaptation,"[{'name': 'François Portier', 'affiliation': ['Department of Statistics,', 'Univ Rennes, Ensai, CNRS, CREST—UMR 9194, F-35000 Rennes, France']}, {'name': 'Lionel Truquet', 'affiliation': ['Department of Statistics,', 'Univ Rennes, Ensai, CNRS, CREST—UMR 9194, F-35000 Rennes, France']}, {'name': 'Ikko Yamane', 'affiliation': ['Department of Computer Science,', 'Univ Rennes, Ensai, CNRS, CREST—UMR 9194, F-35000 Rennes, France']}]", Aryeh Kontorovich
Neural Bayes estimators for censored inference with peaks-over-threshold models,"[{'name': 'Jordan Richards', 'affiliation': ['School of Mathematics and Maxwell Institute for Mathematical Sciences,', 'University of Edinburgh,', 'Edinburgh, United Kingdom.', 'Statistics Program, Computer, Electrical and Mathematical Sciences and Engineering Division,', 'King Abdullah University of Science and Technology (KAUST),', 'Thuwal, 23955-6900, Saudi Arabia.']}, {'name': 'Matthew Sainsbury-Dale', 'affiliation': ['Statistics Program, Computer, Electrical and Mathematical Sciences and Engineering Division,', 'King Abdullah University of Science and Technology (KAUST),', 'Thuwal, 23955-6900, Saudi Arabia.', 'School of Mathematics and Applied Statistics,', 'University of Wollongong,', 'Wollongong, Australia.']}, {'name': 'Andrew Zammit-Mangion', 'affiliation': ['School of Mathematics and Applied Statistics,', 'University of Wollongong,', 'Wollongong, Australia.']}, {'name': 'Rapha¨el Huser', 'affiliation': ['Statistics Program, Computer, Electrical and Mathematical Sciences and Engineering Division,', 'King Abdullah University of Science and Technology (KAUST),', 'Thuwal, 23955-6900, Saudi Arabia.']}]", Pradeep Ravikumar
Neural Collapse for Unconstrained Feature Model under Cross-entropy Loss with Imbalanced Data,"[{'name': 'Wanli Hong', 'affiliation': ['Shanghai Frontiers Science Center of Artificial Intelligence and Deep Learning', 'New York University Shanghai', 'Shanghai, 200124, China', 'Center for Data Science', 'New York University', 'New York, NY 10011, USA']}, {'name': 'Shuyang Ling', 'affiliation': ['Shanghai Frontiers Science Center of Artificial Intelligence and Deep Learning', 'New York University Shanghai', 'Shanghai, 200124, China']}]", Maxim Raginsky
Neural Feature Learning in Function Space,"[{'name': 'Xiangxiang Xu', 'affiliation': ['Department of Electrical Engineering and Computer Science', 'Massachusetts Institute of Technology', 'Cambridge, MA 02139-4307, USA']}, {'name': 'Lizhong Zheng', 'affiliation': ['Department of Electrical Engineering and Computer Science', 'Massachusetts Institute of Technology', 'Cambridge, MA 02139-4307, USA']}]", Kilian Weinberger
Neural Hilbert Ladders  Multi-Layer Neural Networks in Function Space,"[{'name': 'Zhengdao Chen', 'affiliation': ['Google Research', 'Mountain View, CA 94043']}]", Lorenzo Rosasco
Neural Networks with Sparse Activation Induced by Large Bias  Tighter Analysis with Bias-Generalized NTK,"[{'name': 'Hongru Yang', 'affiliation': ['Department of Computer Science', 'The University of Texas at Austin', 'Austin, TX 78712, USA']}, {'name': 'Ziyu Jiang', 'affiliation': ['NEC Labs America', 'San Jose, CA 95110, USA']}, {'name': 'Ruizhe Zhang', 'affiliation': ['Simons Institute for the Theory of Computing', 'University of California, Berkeley', 'Berkeley, CA 94720, USA']}, {'name': 'Yingbin Liang', 'affiliation': ['Department of Electrical and Computer Engineering', 'The Ohio State University', 'Columbus, OH 43210, USA']}, {'name': 'Zhangyang Wang', 'affiliation': ['Department of Electrical and Computer Engineering', 'The University of Texas at Austin', 'Austin, TX 78712, USA']}]", Sanjiv Kumar
Non-Euclidean Monotone Operator Theory and Applications,"[{'name': 'Alexander Davydov', 'affiliation': ['Center for Control, Dynamical Systems, and Computation', 'University of California, Santa Barbara', 'Santa Barbara, CA 93106-5070, USA']}, {'name': 'Saber Jafarpour', 'affiliation': ['Department of Electrical, Computer, and Energy Engineering', 'University of Colorado, Boulder', 'Boulder, CO 80309-0020, USA']}, {'name': 'Anton V. Proskurnikov', 'affiliation': ['Department of Electronics and Telecommunications', 'Politecnico di Torino', 'Turin, Italy']}, {'name': 'Francesco Bullo', 'affiliation': ['Center for Control, Dynamical Systems, and Computation', 'University of California, Santa Barbara', 'Santa Barbara, CA 93106-5070, USA']}]", Silvia Villa
Non-splitting Neyman-Pearson Classifiers,"[{'name': 'Jingming Wang', 'affiliation': ['Department of Statistics', 'University of Virginia']}, {'name': 'Lucy Xia', 'affiliation': ['Department of ISOM', 'School of Business and Management', 'Hong Kong University of Science and Technology']}, {'name': 'Zhigang Bao', 'affiliation': ['Department of Mathematics', 'The University of Hong Kong']}, {'name': 'Xin Tong', 'affiliation': ['Department of Data Sciences and Operations', 'Marshall Business School', 'University of Southern California']}]", Samory Kpotufe
Nonasymptotic analysis of Stochastic Gradient Hamiltonian Monte Carlo under local conditions for nonconvex optimization,"[{'name': '¨O. Deniz Akyildiz', 'affiliation': ['Department of Mathematics, Imperial College London']}, {'name': 'Sotirios Sabanis', 'affiliation': ['School of Mathematics, University of Edinburgh', 'The Alan Turing Institute', 'National Technical University of Athens']}]", Ohad Shamir
Nonparametric Copula Models for Multivariate  Mixed  and Missing Data,"[{'name': 'Joseph Feldman', 'affiliation': ['Department of Statistical Science', 'Duke University, Durham, NC 27708-0251, USA']}, {'name': 'Daniel R. Kowal', 'affiliation': ['Department of Statistics and Data Science', 'Cornell University, Ithaca, NY 14853-2601, USA', 'Department of Statistics', 'Rice University, Houston, TX 77251-1892, USA']}]", Debdeep Pati
Nonparametric Estimation of Non-Crossing Quantile Regression Process with Deep ReQU Neural Networks,"[{'name': 'Guohao Shen', 'affiliation': ['Department of Applied Mathematics', 'The Hong Kong Polytechnic University', 'Hong Kong SAR, China']}, {'name': 'Yuling Jiao', 'affiliation': ['School of Mathematics and Statistics', 'and Hubei Key Laboratory of Computational Science', 'Wuhan University', 'Wuhan 430072, China']}, {'name': 'Yuanyuan Lin', 'affiliation': ['Department of Statistics', 'The Chinese University of Hong Kong', 'Hong Kong SAR, China']}, {'name': 'Joel L. Horowitz', 'affiliation': ['Department of Economics', 'Northwestern University', 'Evanston, IL 60208, USA']}, {'name': 'Jian Huang', 'affiliation': ['Department of Applied Mathematics', 'The Hong Kong Polytechnic University', 'Hong Kong SAR, China']}]", Ryan Tibshirani
Nonparametric Inference under B-bits Quantization,"[{'name': 'Kexuan Li', 'affiliation': ['Global Biometrics and Data Sciences', 'Bristol Myers Squibb', 'Princeton Pike, NJ 08648, USA']}, {'name': 'Ruiqi Liu', 'affiliation': ['Department of Mathematics and Statistics', 'Texas Tech University', 'Lubbock, TX 79409, USA']}, {'name': 'Ganggang Xu', 'affiliation': ['Department of Management Science', 'University of Miami', 'Coral Gables, FL 33146, USA']}, {'name': 'Zuofeng Shang', 'affiliation': ['Department of Mathematical Sciences', 'New Jersey Institute of Technology', 'Newark, NJ 07102, USA']}]", Rina Barber
Nonparametric Regression Using Over-parameterized Shallow ReLU Neural Networks,"[{'name': 'Yunfei Yang', 'affiliation': ['Department of Mathematics, City University of Hong Kong', 'Kowloon, Hong Kong, China']}, {'name': 'Ding-Xuan Zhou', 'affiliation': ['School of Mathematics and Statistics, University of Sydney', 'Sydney, NSW 2006, Australia']}]", Joseph Salmon
Off-Policy Action Anticipation in Multi-Agent Reinforcement Learning,"[{'name': 'Ariyan Bighashdel', 'affiliation': ['Department of Electrical Engineering', 'Eindhoven University of Technology', 'Eindhoven, 5612 AZ, The Netherlands']}, {'name': 'Daan de Geus', 'affiliation': ['Department of Electrical Engineering', 'Eindhoven University of Technology', 'Eindhoven, 5612 AZ, The Netherlands']}, {'name': 'Pavol Jancura', 'affiliation': ['Department of Electrical Engineering', 'Eindhoven University of Technology', 'Eindhoven, 5612 AZ, The Netherlands']}, {'name': 'Gijs Dubbelman', 'affiliation': ['Department of Electrical Engineering', 'Eindhoven University of Technology', 'Eindhoven, 5612 AZ, The Netherlands']}]", Alessandro Lazaric
OmniSafe  An Infrastructure for Accelerating Safe Reinforcement Learning Research,"[{'name': 'Jiaming Ji', 'affiliation': ['Institute for Artiﬁcial Intelligence, Peking University, China']}, {'name': 'Jiayi Zhou', 'affiliation': ['Institute for Artiﬁcial Intelligence, Peking University, China']}, {'name': 'Borong Zhang', 'affiliation': ['Institute for Artiﬁcial Intelligence, Peking University, China']}, {'name': 'Juntao Dai', 'affiliation': ['Institute for Artiﬁcial Intelligence, Peking University, China']}, {'name': 'Xuehai Pan', 'affiliation': ['Institute for Artiﬁcial Intelligence, Peking University, China']}, {'name': 'Ruiyang Sun', 'affiliation': ['Institute for Artiﬁcial Intelligence, Peking University, China']}, {'name': 'Weidong Huang', 'affiliation': ['Institute for Artiﬁcial Intelligence, Peking University, China']}, {'name': 'Yiran Geng', 'affiliation': ['Institute for Artiﬁcial Intelligence, Peking University, China']}, {'name': 'Mickel Liu', 'affiliation': ['Institute for Artiﬁcial Intelligence, Peking University, China']}, {'name': 'Yaodong Yang', 'affiliation': ['Institute for Artiﬁcial Intelligence, Peking University, China']}]", Joaquin Vanschoren
On Causality in Domain Adaptation and Semi-Supervised Learning  an Information-Theoretic Analysis for Parametric Models,"[{'name': 'Xuetong Wu', 'affiliation': ['Department of Electrical and Electronic Engineering']}, {'name': 'Mingming Gong', 'affiliation': ['School of Mathematics and Statistics']}, {'name': 'Jonathan H. Manton', 'affiliation': ['Department of Electrical and Electronic Engineering']}, {'name': 'Uwe Aickelin', 'affiliation': ['Department of Computing and Information Systems']}, {'name': 'Jingge Zhu', 'affiliation': ['Department of Electrical and Electronic Engineering', 'University of Melbourne', 'Parkville, 3010, Australia']}]", Ilya Shpitser
On Doubly Robust Inference for Double Machine Learning in Semiparametric Regression,"[{'name': 'Oliver Dukes', 'affiliation': ['Department of Applied Mathematics, Computer Science and Statistics', 'Ghent University', '9000 Ghent, Belgium']}, {'name': 'Stijn Vansteelandt', 'affiliation': ['Department of Applied Mathematics, Computer Science and Statistics', 'Ghent University', '9000 Ghent, Belgium']}, {'name': 'David Whitney', 'affiliation': ['GSK', 'Gunnels Wood Road, Stevenage, SG1 2NY, U.K.']}]", Vanessa Didelez
On Efficient and Scalable Computation of the Nonparametric Maximum Likelihood Estimator in Mixture Models,"[{'name': 'Yangjing Zhang', 'affiliation': ['Institute of Applied Mathematics', 'Academy of Mathematics and Systems Science', 'Chinese Academy of Sciences']}, {'name': 'Ying Cui', 'affiliation': ['Department of Industrial Engineering and Operations Research', 'University of California, Berkeley']}, {'name': 'Bodhisattva Sen', 'affiliation': ['Department of Statistics', 'Columbia University']}, {'name': 'Kim-Chuan Toh', 'affiliation': ['Department of Mathematics', 'Institute of Operations Research and Analytics', 'National University of Singapore']}]", Lam Nguyen
On Regularized Radon-Nikodym Differentiation,"[{'name': 'Duc Hoan Nguyen', 'affiliation': ['Johann Radon Institute for Computational and Applied Mathematics', 'Austrian Academy of Sciences', 'Altenberger Straße 69, 4040 Linz, Austria', 'University of Lorraine,', 'CNRS, CRAN, Nancy, F-54000, France']}, {'name': 'Werner Zellinger', 'affiliation': ['Johann Radon Institute for Computational and Applied Mathematics', 'Austrian Academy of Sciences', 'Altenberger Straße 69, 4040 Linz, Austria']}, {'name': 'Sergei Pereverzyev', 'affiliation': ['Johann Radon Institute for Computational and Applied Mathematics', 'Austrian Academy of Sciences', 'Altenberger Straße 69, 4040 Linz, Austria']}]", Maxim Raginsky
On Sufficient Graphical Models,"[{'name': 'Bing Li', 'affiliation': ['Department of Statistics, Pennsylvania State University', '326 Thomas Building, University Park, PA 16802']}, {'name': 'Kyongwon Kim', 'affiliation': ['Department of Statistics, Ewha Womans University', '52 Ewhayeodae-gil, Seodaemun-gu, Seoul, Republic of Korea, 03760']}]", Jin Tian
On Tail Decay Rate Estimation of Loss Function Distributions,"[{'name': 'Etrit Haxholli', 'affiliation': ['Epione Research Group', 'Inria, Univesity Cte d’Azur', '2004 Rte des Lucioles, 06902 Valbonne, France']}, {'name': 'Marco Lorenzi', 'affiliation': ['Epione Research Group', 'Inria, Univesity Cte d’Azur', '2004 Rte des Lucioles, 06902 Valbonne, France']}]", Lorenzo Rosasco
On Truthing Issues in Supervised Classification,"[{'name': 'Jonathan K. Su', 'affiliation': ['MIT Lincoln Laboratory', '244 Wood Street', 'Lexington, MA 02421-6426, USA']}]"," Shivani Agarwal, Francis Bach"
On Unbiased Estimation for Partially Observed Diffusions,"[{'name': 'Jeremy Heng', 'affiliation': ['ESSEC Business School']}, {'name': 'Jeremie Houssineau', 'affiliation': ['Division of Mathematical Sciences', 'Nanyang Technological University']}, {'name': 'Ajay Jasra', 'affiliation': ['School of Data Science', 'Chinese University of Hong Kong, Shenzhen']}]", Alexandre Bouchard
On the Computational Complexity of Metropolis-Adjusted Langevin Algorithms for Bayesian Posterior Sampling,"[{'name': 'Rong Tang', 'affiliation': ['Department of Mathematics', 'The Hong Kong University of Science and Technology']}, {'name': 'Yun Yang', 'affiliation': ['Department of Statistics', 'University of Illinois Urbana-Champaign']}]", Pierre Alquier
On the Computational and Statistical Complexity of Over-parameterized Matrix Sensing,"[{'name': 'Jiacheng Zhuo', 'affiliation': ['Department of Computer Science', 'University of Texas', 'Austin, TX 78712, USA']}, {'name': 'Jeongyeol Kwon', 'affiliation': ['Wisconsin Institute for Discovery', 'University of Wisconsin-Madison', 'Madison, WI 53705, USA']}, {'name': 'Nhat Ho', 'affiliation': ['Department of Statistics and Data Sciences', 'University of Texas', 'Austin, TX 78712, USA']}, {'name': 'Constantine Caramanis', 'affiliation': ['Department of Electrical and Computer Engineering', 'University of Texas', 'Austin, TX 78712, USA']}]", Pradeep Ravikumar
On the Concentration of the Minimizers of Empirical Risks,"[{'name': 'Paul Escande', 'affiliation': ['Institut de Math´ematiques de Toulouse', 'UMR 5219, Universit´e de Toulouse, CNRS', 'UPS, F-31062 Toulouse Cedex 9, France']}]", Joseph Salmon
